elapsed_s,gpu_util_pct,mem_util_pct,mem_used_mb,mem_total_mb
539.325,0,0,22838,46068
540.350,0,0,22838,46068
541.380,0,0,22838,46068
542.407,0,0,22838,46068
543.436,0,0,22838,46068
544.464,0,0,22838,46068
545.492,0,0,22838,46068
546.518,0,0,22838,46068
547.545,0,0,22838,46068
548.572,0,0,22838,46068
549.602,0,0,22838,46068
550.630,0,0,22838,46068
551.657,0,0,22838,46068
552.684,0,0,22838,46068
553.710,0,0,22838,46068
554.737,0,0,22838,46068
555.764,0,0,22838,46068
556.791,0,0,22838,46068
557.819,0,0,22838,46068
558.844,0,0,22838,46068
559.872,0,0,22838,46068
560.899,0,0,22838,46068
561.926,0,0,22838,46068
562.953,0,0,22838,46068
563.979,0,0,22838,46068
565.005,0,0,22838,46068
566.034,0,0,22838,46068
567.062,0,0,22838,46068
568.087,0,0,22838,46068
569.117,0,0,22838,46068
570.144,0,0,22838,46068
571.170,0,0,22838,46068
572.197,0,0,22838,46068
573.223,0,0,22838,46068
574.251,0,0,22838,46068
575.278,1,0,22838,46068
576.304,0,0,22838,46068
577.330,0,0,22838,46068
578.360,0,0,22838,46068
579.388,0,0,22838,46068
580.415,0,0,22838,46068
581.445,0,0,22838,46068
582.473,0,0,22838,46068
583.500,0,0,22838,46068
584.528,0,0,22838,46068
585.556,0,0,22838,46068
586.585,0,0,22838,46068
587.613,0,0,22838,46068
588.641,0,0,22838,46068
589.667,0,0,22838,46068
590.696,0,0,22838,46068
591.723,0,0,22838,46068
592.750,0,0,22838,46068
593.780,0,0,22838,46068
594.807,0,0,22838,46068
595.834,0,0,22838,46068
596.862,0,0,22838,46068
598.014,0,0,22838,46068
599.042,0,0,22838,46068
600.069,0,0,22838,46068
601.095,0,0,22838,46068
602.122,0,0,22838,46068
603.151,0,0,22838,46068
604.183,0,0,22838,46068
605.211,0,0,22838,46068
606.238,0,0,22838,46068
607.265,0,0,22838,46068
608.294,0,0,22838,46068
609.321,0,0,22838,46068
610.349,0,0,22838,46068
611.377,0,0,22838,46068
612.408,0,0,22838,46068
613.435,0,0,22838,46068
614.462,0,0,22838,46068
615.489,0,0,22838,46068
616.517,0,0,22838,46068
617.545,0,0,22838,46068
618.573,0,0,22838,46068
619.600,0,0,22838,46068
620.626,0,0,22838,46068
621.652,0,0,22838,46068
622.679,0,0,22838,46068
623.706,0,0,22838,46068
624.733,0,0,22838,46068
625.760,0,0,22838,46068
626.786,0,0,22838,46068
627.815,0,0,22838,46068
628.914,0,0,22838,46068
629.941,0,0,22838,46068
630.969,0,0,22838,46068
631.995,0,0,22838,46068
633.023,0,0,22838,46068
634.049,0,0,22838,46068
635.078,0,0,22838,46068
636.107,0,0,22838,46068
637.137,0,0,22838,46068
638.164,0,0,22838,46068
639.191,0,0,22838,46068
640.218,0,0,22838,46068
641.245,0,0,22838,46068
642.271,0,0,22838,46068
643.299,0,0,22838,46068
644.325,0,0,22838,46068
645.351,0,0,22838,46068
646.378,0,0,22838,46068
647.404,0,0,22838,46068
648.433,0,0,22838,46068
649.461,0,0,22838,46068
650.487,0,0,22838,46068
651.515,0,0,22838,46068
652.542,0,0,22838,46068
653.569,0,0,22838,46068
654.600,0,0,22838,46068
655.627,0,0,22838,46068
656.653,0,0,22838,46068
657.681,0,0,22838,46068
658.801,0,0,22838,46068
659.827,0,0,22838,46068
660.855,0,0,22838,46068
661.883,0,0,22838,46068
662.910,0,0,22838,46068
663.937,0,0,22838,46068
664.966,0,0,22838,46068
665.995,0,0,22838,46068
667.024,0,0,22838,46068
